column	ligand	receptor	value	count	source	target	tissue	region
T cell|mature conventional dendritic cell	EFNA2	EPHA2	4.999	17	T cell	mature conventional dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|mature conventional dendritic cell	EFNA3	EPHA2	5.049	17	T cell	mature conventional dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|mature conventional dendritic cell	EFNA4	EPHA2	5.005	17	T cell	mature conventional dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|mature conventional dendritic cell	TENM1	ADGRL1	0.25	17	T cell	mature conventional dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|mature conventional dendritic cell	LTB	LTBR	0.837	17	T cell	mature conventional dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|mature conventional dendritic cell	NECTIN3	PVR	0.455	17	T cell	mature conventional dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|mature conventional dendritic cell	NPFF	NPFFR1	4.782	17	T cell	mature conventional dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|mature conventional dendritic cell	NPPA	NPR1	2.951	17	T cell	mature conventional dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|mature conventional dendritic cell	JAG1	NOTCH1	0.019	17	T cell	mature conventional dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|mature conventional dendritic cell	CD44	TYROBP	1.385	17	T cell	mature conventional dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|mature conventional dendritic cell	FLT3LG	FLT3	1.867	17	T cell	mature conventional dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|mature conventional dendritic cell	KITLG	KIT	2.81	17	T cell	mature conventional dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|neutrophil	APP	FPR2	7.039	7	T cell	neutrophil	lymph_node	HBM622.JXWQ.554_reg1
T cell|neutrophil	BDNF	SORT1	0.753	7	T cell	neutrophil	lymph_node	HBM622.JXWQ.554_reg1
T cell|neutrophil	LTB	LTBR	2.064	7	T cell	neutrophil	lymph_node	HBM622.JXWQ.554_reg1
T cell|neutrophil	JAG1	NOTCH1	0.961	7	T cell	neutrophil	lymph_node	HBM622.JXWQ.554_reg1
T cell|neutrophil	CD248	IL6R	1.466	7	T cell	neutrophil	lymph_node	HBM622.JXWQ.554_reg1
T cell|neutrophil	CD44	TYROBP	2.588	7	T cell	neutrophil	lymph_node	HBM622.JXWQ.554_reg1
T cell|neutrophil	FLT3LG	FLT3	1.023	7	T cell	neutrophil	lymph_node	HBM622.JXWQ.554_reg1
T cell|non-classical monocyte	APP	CD74	0.29	9	T cell	non-classical monocyte	lymph_node	HBM622.JXWQ.554_reg1
T cell|non-classical monocyte	APP	TNFRSF21	5.034	9	T cell	non-classical monocyte	lymph_node	HBM622.JXWQ.554_reg1
T cell|non-classical monocyte	PI16	TNFRSF21	5.054	9	T cell	non-classical monocyte	lymph_node	HBM622.JXWQ.554_reg1
T cell|non-classical monocyte	LTB	LTBR	0.746	9	T cell	non-classical monocyte	lymph_node	HBM622.JXWQ.554_reg1
T cell|non-classical monocyte	JAG1	NOTCH3	1.962	9	T cell	non-classical monocyte	lymph_node	HBM622.JXWQ.554_reg1
T cell|non-classical monocyte	JAG1	NOTCH4	0.485	9	T cell	non-classical monocyte	lymph_node	HBM622.JXWQ.554_reg1
T cell|non-classical monocyte	CD248	IL6R	0.065	9	T cell	non-classical monocyte	lymph_node	HBM622.JXWQ.554_reg1
T cell|non-classical monocyte	CD44	TYROBP	1.889	9	T cell	non-classical monocyte	lymph_node	HBM622.JXWQ.554_reg1
T cell|non-classical monocyte	LAIR1	LILRB4	1.615	9	T cell	non-classical monocyte	lymph_node	HBM622.JXWQ.554_reg1
T cell|plasma cell	APP	CD74	0.256	7	T cell	plasma cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|plasma cell	OXT	AVPR2	0.005	7	T cell	plasma cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|plasma cell	WNT11	FRZB	0.057	7	T cell	plasma cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|plasma cell	WNT7A	FRZB	0.188	7	T cell	plasma cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|plasma cell	CD248	IL6R	0.306	7	T cell	plasma cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|plasma cell	FLT3LG	FLT3	0.051	7	T cell	plasma cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|plasma cell	LAIR1	LILRB4	0.69	7	T cell	plasma cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|regulatory T cell	EFNA1	EPHA1	0.105	9	T cell	regulatory T cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|regulatory T cell	EFNA2	EPHA1	0.068	9	T cell	regulatory T cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|regulatory T cell	EFNA3	EPHA1	0.118	9	T cell	regulatory T cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|regulatory T cell	EFNA4	EPHA1	0.074	9	T cell	regulatory T cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|regulatory T cell	EFNA1	EPHA3	0.08	9	T cell	regulatory T cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|regulatory T cell	EFNA2	EPHA3	0.044	9	T cell	regulatory T cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|regulatory T cell	EFNA3	EPHA3	0.094	9	T cell	regulatory T cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|regulatory T cell	EFNA4	EPHA3	0.049	9	T cell	regulatory T cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|regulatory T cell	CD248	IL6R	0.078	9	T cell	regulatory T cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|stromal cell	APP	PLXNA4	4.523	42	T cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|stromal cell	APP	TNFRSF21	0.621	42	T cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|stromal cell	PI16	TNFRSF21	0.641	42	T cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|stromal cell	BDNF	NGFR	2.204	42	T cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|stromal cell	CD80	NGFR	2.201	42	T cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|stromal cell	BDNF	NTRK2	4.017	42	T cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|stromal cell	CLSTN2	NRXN2	1.778	42	T cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|stromal cell	NLGN2	NRXN2	1.749	42	T cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|stromal cell	EFNA1	EPHA2	1.097	42	T cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|stromal cell	EFNA2	EPHA2	1.061	42	T cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|stromal cell	EFNA3	EPHA2	1.111	42	T cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|stromal cell	EFNA4	EPHA2	1.066	42	T cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|stromal cell	EFNA1	EPHA3	1.068	42	T cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|stromal cell	EFNA2	EPHA3	1.032	42	T cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|stromal cell	EFNA3	EPHA3	1.082	42	T cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|stromal cell	EFNA4	EPHA3	1.037	42	T cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|stromal cell	EFNA1	EPHA4	0.283	42	T cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|stromal cell	EFNA2	EPHA4	0.246	42	T cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|stromal cell	EFNA3	EPHA4	0.297	42	T cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|stromal cell	EFNA4	EPHA4	0.252	42	T cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|stromal cell	FGF10	FGFR2	0.463	42	T cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|stromal cell	TENM1	ADGRL1	0.36	42	T cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|stromal cell	TENM1	ADGRL2	1.153	42	T cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|stromal cell	LTB	LTBR	1.974	42	T cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|stromal cell	NPPA	NPR1	3.386	42	T cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|stromal cell	JAG1	NOTCH1	0.065	42	T cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|stromal cell	JAG1	NOTCH2	0.336	42	T cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|stromal cell	JAG1	NOTCH3	0.944	42	T cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|stromal cell	JAG1	NOTCH4	0.052	42	T cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|stromal cell	JAG1	VASN	1.49	42	T cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|stromal cell	OXT	AVPR1A	4.37	42	T cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|stromal cell	PTH2	PTH1R	5.568	42	T cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|stromal cell	WNT11	FRZB	1.859	42	T cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|stromal cell	WNT7A	FRZB	1.99	42	T cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|stromal cell	WNT11	SFRP1	5.768	42	T cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|stromal cell	WNT7A	SFRP1	5.899	42	T cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|stromal cell	WNT11	SFRP2	4.859	42	T cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|stromal cell	WNT7A	SFRP2	4.99	42	T cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|stromal cell	WNT11	SFRP4	1.339	42	T cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|stromal cell	WNT7A	SFRP4	1.47	42	T cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|stromal cell	FTH1	SCARA5	7.454	42	T cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|stromal cell	FTL	SCARA5	7.395	42	T cell	stromal cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|type I NK T cell	APP	TNFRSF21	0.065	13	T cell	type I NK T cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|type I NK T cell	PI16	TNFRSF21	0.085	13	T cell	type I NK T cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|type I NK T cell	EFNA1	EPHA1	0.163	13	T cell	type I NK T cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|type I NK T cell	EFNA2	EPHA1	0.126	13	T cell	type I NK T cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|type I NK T cell	EFNA3	EPHA1	0.176	13	T cell	type I NK T cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|type I NK T cell	EFNA4	EPHA1	0.132	13	T cell	type I NK T cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|type I NK T cell	TENM1	ADGRL1	0.136	13	T cell	type I NK T cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|type I NK T cell	LTB	LTBR	0.099	13	T cell	type I NK T cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|type I NK T cell	JAG1	NOTCH1	0.013	13	T cell	type I NK T cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|type I NK T cell	PTH2	PTH1R	0.079	13	T cell	type I NK T cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|type I NK T cell	CD44	TYROBP	0.147	13	T cell	type I NK T cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|type I NK T cell	FLT3LG	FLT3	0.074	13	T cell	type I NK T cell	lymph_node	HBM622.JXWQ.554_reg1
T cell|type I NK T cell	KITLG	KIT	0.265	13	T cell	type I NK T cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|B cell	NECTIN1	CADM3	0.995	9	classical monocyte	B cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|B cell	APP	CD74	0.667	9	classical monocyte	B cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|B cell	APP	TNFRSF21	0.041	9	classical monocyte	B cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|B cell	CCL2	ACKR2	0.623	9	classical monocyte	B cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|B cell	TNFSF10	TNFRSF10B	0.665	9	classical monocyte	B cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|B cell	TNFSF10	TNFRSF10D	0.629	9	classical monocyte	B cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|B cell	TNFSF13	TNFRSF13B	1.664	9	classical monocyte	B cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|B cell	TNFSF13B	TNFRSF13B	1.661	9	classical monocyte	B cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|B cell	TNFSF13B	TNFRSF13C	1.714	9	classical monocyte	B cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|CD141-positive myeloid dendritic cell	DSC2	DSG2	6.992	12	classical monocyte	CD141-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|CD141-positive myeloid dendritic cell	APP	CD74	0.634	12	classical monocyte	CD141-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|CD141-positive myeloid dendritic cell	APP	TNFRSF21	0.598	12	classical monocyte	CD141-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|CD141-positive myeloid dendritic cell	LGALS3	MERTK	3.741	12	classical monocyte	CD141-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|CD141-positive myeloid dendritic cell	LGALS9	HAVCR2	1.933	12	classical monocyte	CD141-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|CD141-positive myeloid dendritic cell	SEMA3C	NRP2	3.388	12	classical monocyte	CD141-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|CD141-positive myeloid dendritic cell	VEGFA	NRP2	5.581	12	classical monocyte	CD141-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|CD141-positive myeloid dendritic cell	PDGFC	PDGFRA	0.576	12	classical monocyte	CD141-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|CD141-positive myeloid dendritic cell	TNFSF10	TNFRSF10B	0.952	12	classical monocyte	CD141-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|CD141-positive myeloid dendritic cell	WNT11	SFRP4	0.946	12	classical monocyte	CD141-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|CD141-positive myeloid dendritic cell	ESAM	ESAM	0.774	12	classical monocyte	CD141-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|CD141-positive myeloid dendritic cell	LAIR1	LILRB4	0.571	12	classical monocyte	CD141-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|CD1c-positive myeloid dendritic cell	DSC2	DSG2	2.057	19	classical monocyte	CD1c-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|CD1c-positive myeloid dendritic cell	THBS1	CD36	3.775	19	classical monocyte	CD1c-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|CD1c-positive myeloid dendritic cell	ADM	RAMP3	0.767	19	classical monocyte	CD1c-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|CD1c-positive myeloid dendritic cell	APP	CD74	0.273	19	classical monocyte	CD1c-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|CD1c-positive myeloid dendritic cell	APP	TNFRSF21	1.013	19	classical monocyte	CD1c-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|CD1c-positive myeloid dendritic cell	HEBP1	FPR3	1.803	19	classical monocyte	CD1c-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|CD1c-positive myeloid dendritic cell	CCL2	ACKR1	0.635	19	classical monocyte	CD1c-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|CD1c-positive myeloid dendritic cell	CXCL8	ACKR1	4.914	19	classical monocyte	CD1c-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|CD1c-positive myeloid dendritic cell	HBEGF	ERBB2	2.563	19	classical monocyte	CD1c-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|CD1c-positive myeloid dendritic cell	LGALS3	MERTK	2.538	19	classical monocyte	CD1c-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|CD1c-positive myeloid dendritic cell	LGALS9	HAVCR2	2.449	19	classical monocyte	CD1c-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|CD1c-positive myeloid dendritic cell	VEGFA	NRP1	3.026	19	classical monocyte	CD1c-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|CD1c-positive myeloid dendritic cell	SEMA3C	NRP2	1.31	19	classical monocyte	CD1c-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|CD1c-positive myeloid dendritic cell	VEGFA	NRP2	3.503	19	classical monocyte	CD1c-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|CD1c-positive myeloid dendritic cell	HFE	TFRC	0.874	19	classical monocyte	CD1c-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|CD1c-positive myeloid dendritic cell	TNFSF10	TNFRSF10B	0.853	19	classical monocyte	CD1c-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|CD1c-positive myeloid dendritic cell	TNFSF10	TNFRSF10C	1.38	19	classical monocyte	CD1c-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|CD1c-positive myeloid dendritic cell	LAIR1	LILRB4	1.61	19	classical monocyte	CD1c-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|CD1c-positive myeloid dendritic cell	RNASET2	TLR8	1.017	19	classical monocyte	CD1c-positive myeloid dendritic cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|T cell	NECTIN1	NECTIN3	0.99	10	classical monocyte	T cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|T cell	NECTIN2	NECTIN3	0.369	10	classical monocyte	T cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|T cell	EREG	ERBB4	5.778	10	classical monocyte	T cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|T cell	HBEGF	ERBB4	2.617	10	classical monocyte	T cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|T cell	NRG1	ERBB4	3.636	10	classical monocyte	T cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|T cell	HBEGF	ERBB2	2.473	10	classical monocyte	T cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|T cell	TNFSF10	TNFRSF10B	0.629	10	classical monocyte	T cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|T cell	TNFSF10	TNFRSF10D	0.627	10	classical monocyte	T cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|T cell	FTH1	SCARA5	0.838	10	classical monocyte	T cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|T cell	FTL	SCARA5	1.098	10	classical monocyte	T cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|effector CD4-positive, alpha-beta T cell	NECTIN1	NECTIN3	1.005	4	classical monocyte	effector CD4-positive, alpha-beta T cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|effector CD4-positive, alpha-beta T cell	NECTIN2	NECTIN3	0.384	4	classical monocyte	effector CD4-positive, alpha-beta T cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|effector CD4-positive, alpha-beta T cell	DSC2	DSG2	1.224	4	classical monocyte	effector CD4-positive, alpha-beta T cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|effector CD4-positive, alpha-beta T cell	SDC2	FGFR4	0.136	4	classical monocyte	effector CD4-positive, alpha-beta T cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|effector CD8-positive, alpha-beta T cell	NECTIN1	NECTIN3	1.004	3	classical monocyte	effector CD8-positive, alpha-beta T cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|effector CD8-positive, alpha-beta T cell	NECTIN2	NECTIN3	0.383	3	classical monocyte	effector CD8-positive, alpha-beta T cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|effector CD8-positive, alpha-beta T cell	HFE	TFRC	0.231	3	classical monocyte	effector CD8-positive, alpha-beta T cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|endothelial cell	NECTIN1	NECTIN3	1.073	36	classical monocyte	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|endothelial cell	NECTIN2	NECTIN3	0.453	36	classical monocyte	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|endothelial cell	DSC2	DSG2	2.554	36	classical monocyte	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|endothelial cell	NECTIN1	CADM3	1.004	36	classical monocyte	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|endothelial cell	THBS1	CD36	4.78	36	classical monocyte	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|endothelial cell	ADM	RAMP3	6.785	36	classical monocyte	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|endothelial cell	APP	CD74	0.097	36	classical monocyte	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|endothelial cell	APP	PLXNA4	0.199	36	classical monocyte	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|endothelial cell	APLP2	PLXNA4	0.948	36	classical monocyte	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|endothelial cell	APP	TNFRSF21	0.057	36	classical monocyte	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|endothelial cell	CCL2	ACKR2	1.82	36	classical monocyte	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|endothelial cell	CCL2	ACKR1	5.695	36	classical monocyte	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|endothelial cell	CXCL8	ACKR1	9.974	36	classical monocyte	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|endothelial cell	EREG	EGFR	5.793	36	classical monocyte	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|endothelial cell	HBEGF	EGFR	2.632	36	classical monocyte	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|endothelial cell	EREG	ERBB4	5.918	36	classical monocyte	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|endothelial cell	HBEGF	ERBB4	2.757	36	classical monocyte	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|endothelial cell	NRG1	ERBB4	3.776	36	classical monocyte	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|endothelial cell	HBEGF	ERBB2	3.018	36	classical monocyte	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|endothelial cell	SDC2	FGFR4	0.387	36	classical monocyte	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|endothelial cell	LGALS3	MERTK	1.108	36	classical monocyte	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|endothelial cell	IL1RAP	PTPRF	1.861	36	classical monocyte	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|endothelial cell	HCRT	HCRTR1	3.388	36	classical monocyte	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|endothelial cell	OXT	AVPR2	2.833	36	classical monocyte	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|endothelial cell	VEGFA	FLT1	5.91	36	classical monocyte	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|endothelial cell	VEGFA	NRP1	5.128	36	classical monocyte	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|endothelial cell	SEMA3C	NRP2	3.249	36	classical monocyte	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|endothelial cell	VEGFA	NRP2	5.441	36	classical monocyte	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|endothelial cell	SDC2	ADGRA2	2.455	36	classical monocyte	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|endothelial cell	TNFSF10	TNFRSF10B	1.061	36	classical monocyte	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|endothelial cell	TNFSF10	TNFRSF10C	0.677	36	classical monocyte	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|endothelial cell	TNFSF10	TNFRSF10D	1.124	36	classical monocyte	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|endothelial cell	VEGFA	KDR	7.114	36	classical monocyte	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|endothelial cell	WNT11	SFRP1	2.895	36	classical monocyte	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|endothelial cell	ESAM	ESAM	5.102	36	classical monocyte	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|endothelial cell	HGF	MET	5.387	36	classical monocyte	endothelial cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|erythrocyte	CCL2	ACKR1	1.825	3	classical monocyte	erythrocyte	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|erythrocyte	CXCL8	ACKR1	6.104	3	classical monocyte	erythrocyte	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|erythrocyte	HFE	TFRC	0.888	3	classical monocyte	erythrocyte	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|hematopoietic stem cell	APP	CD74	0.467	3	classical monocyte	hematopoietic stem cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|hematopoietic stem cell	TNFSF10	TNFRSF10D	2.463	3	classical monocyte	hematopoietic stem cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|hematopoietic stem cell	TNFSF13B	TNFRSF13C	1.804	3	classical monocyte	hematopoietic stem cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|innate lymphoid cell	NECTIN1	NECTIN3	1.082	7	classical monocyte	innate lymphoid cell	lymph_node	HBM622.JXWQ.554_reg1
classical monocyte|innate lymphoid cell	NECTIN2	NECTIN3	0.462	7	classical monocyte	innate lymphoid cell	lymph_node	HBM622.JXWQ.554_reg1
