column	ligand	receptor	value	count	source	target	tissue	region
effector CD8-positive, alpha-beta T cell|CD141-positive myeloid dendritic cell	CD248	IL6R	0.478	14	effector CD8-positive, alpha-beta T cell	CD141-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|CD141-positive myeloid dendritic cell	CD274	CD80	0.766	14	effector CD8-positive, alpha-beta T cell	CD141-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|CD141-positive myeloid dendritic cell	PECAM1	CD38	0.238	14	effector CD8-positive, alpha-beta T cell	CD141-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|CD1c-positive myeloid dendritic cell	CCL8	CCR2	0.077	21	effector CD8-positive, alpha-beta T cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|CD1c-positive myeloid dendritic cell	CCL3	CCR1	2.038	21	effector CD8-positive, alpha-beta T cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|CD1c-positive myeloid dendritic cell	CCL8	CCR1	1.733	21	effector CD8-positive, alpha-beta T cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|CD1c-positive myeloid dendritic cell	CCL3	CCR5	0.733	21	effector CD8-positive, alpha-beta T cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|CD1c-positive myeloid dendritic cell	CCL8	CCR5	0.428	21	effector CD8-positive, alpha-beta T cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|CD1c-positive myeloid dendritic cell	C5	C5AR2	1.595	21	effector CD8-positive, alpha-beta T cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|CD1c-positive myeloid dendritic cell	C5	C5AR1	1.132	21	effector CD8-positive, alpha-beta T cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|CD1c-positive myeloid dendritic cell	CSF1	CSF1R	3.02	21	effector CD8-positive, alpha-beta T cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|CD1c-positive myeloid dendritic cell	EFNA5	EPHB2	0.662	21	effector CD8-positive, alpha-beta T cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|CD1c-positive myeloid dendritic cell	HBEGF	ERBB2	0.448	21	effector CD8-positive, alpha-beta T cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|CD1c-positive myeloid dendritic cell	LGALS3	MERTK	0.994	21	effector CD8-positive, alpha-beta T cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|CD1c-positive myeloid dendritic cell	HLA-G	LILRB1	0.737	21	effector CD8-positive, alpha-beta T cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|CD1c-positive myeloid dendritic cell	HLA-G	LILRB2	2.081	21	effector CD8-positive, alpha-beta T cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|CD1c-positive myeloid dendritic cell	DLL1	NOTCH2	0.293	21	effector CD8-positive, alpha-beta T cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|CD1c-positive myeloid dendritic cell	HFE	TFRC	0.558	21	effector CD8-positive, alpha-beta T cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|CD1c-positive myeloid dendritic cell	LTA	TNFRSF14	0.21	21	effector CD8-positive, alpha-beta T cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|CD1c-positive myeloid dendritic cell	LTA	TNFRSF1A	0.476	21	effector CD8-positive, alpha-beta T cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|CD1c-positive myeloid dendritic cell	LTA	TNFRSF1B	0.445	21	effector CD8-positive, alpha-beta T cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|CD1c-positive myeloid dendritic cell	CD248	IL6R	0.402	21	effector CD8-positive, alpha-beta T cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|CD1c-positive myeloid dendritic cell	CD274	CD80	1.053	21	effector CD8-positive, alpha-beta T cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|CD1c-positive myeloid dendritic cell	PECAM1	CD38	0.058	21	effector CD8-positive, alpha-beta T cell	CD1c-positive myeloid dendritic cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|T cell	LRFN4	PTPRS	0.054	9	effector CD8-positive, alpha-beta T cell	T cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|T cell	HBEGF	ERBB4	0.156	9	effector CD8-positive, alpha-beta T cell	T cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|T cell	NRG4	ERBB4	0.154	9	effector CD8-positive, alpha-beta T cell	T cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|T cell	HBEGF	ERBB2	0.011	9	effector CD8-positive, alpha-beta T cell	T cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|T cell	NPW	NPBWR2	0.167	9	effector CD8-positive, alpha-beta T cell	T cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|T cell	TAX1BP3	ADGRB1	0.015	9	effector CD8-positive, alpha-beta T cell	T cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|T cell	LTA	TNFRSF1A	0.047	9	effector CD8-positive, alpha-beta T cell	T cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|T cell	CD248	IL6R	0.121	9	effector CD8-positive, alpha-beta T cell	T cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|T cell	CD274	CD80	0.068	9	effector CD8-positive, alpha-beta T cell	T cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|classical monocyte	CCL8	CCR2	0.334	16	effector CD8-positive, alpha-beta T cell	classical monocyte	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|classical monocyte	CCL3	CCR1	1.034	16	effector CD8-positive, alpha-beta T cell	classical monocyte	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|classical monocyte	CCL8	CCR1	0.729	16	effector CD8-positive, alpha-beta T cell	classical monocyte	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|classical monocyte	C5	C5AR2	1.161	16	effector CD8-positive, alpha-beta T cell	classical monocyte	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|classical monocyte	C5	C5AR1	3.468	16	effector CD8-positive, alpha-beta T cell	classical monocyte	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|classical monocyte	CSF1	CSF1R	0.766	16	effector CD8-positive, alpha-beta T cell	classical monocyte	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|classical monocyte	LGALS3	MERTK	0.277	16	effector CD8-positive, alpha-beta T cell	classical monocyte	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|classical monocyte	HLA-G	LILRB1	0.104	16	effector CD8-positive, alpha-beta T cell	classical monocyte	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|classical monocyte	HLA-G	LILRB2	1.72	16	effector CD8-positive, alpha-beta T cell	classical monocyte	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|classical monocyte	DLL1	NOTCH2	0.166	16	effector CD8-positive, alpha-beta T cell	classical monocyte	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|classical monocyte	DLL1	NOTCH3	1.617	16	effector CD8-positive, alpha-beta T cell	classical monocyte	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|classical monocyte	TAX1BP3	ADGRB1	0.045	16	effector CD8-positive, alpha-beta T cell	classical monocyte	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|classical monocyte	HFE	TFRC	0.291	16	effector CD8-positive, alpha-beta T cell	classical monocyte	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|classical monocyte	LTA	TNFRSF1A	0.579	16	effector CD8-positive, alpha-beta T cell	classical monocyte	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|classical monocyte	LTA	TNFRSF1B	0.485	16	effector CD8-positive, alpha-beta T cell	classical monocyte	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|classical monocyte	CD248	IL6R	0.113	16	effector CD8-positive, alpha-beta T cell	classical monocyte	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|effector CD4-positive, alpha-beta T cell	LRFN4	PTPRD	0.035	7	effector CD8-positive, alpha-beta T cell	effector CD4-positive, alpha-beta T cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|effector CD4-positive, alpha-beta T cell	NLGN3	PTPRD	0.006	7	effector CD8-positive, alpha-beta T cell	effector CD4-positive, alpha-beta T cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|effector CD4-positive, alpha-beta T cell	LTA	TNFRSF14	0.061	7	effector CD8-positive, alpha-beta T cell	effector CD4-positive, alpha-beta T cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|effector CD4-positive, alpha-beta T cell	LTA	TNFRSF1A	0.044	7	effector CD8-positive, alpha-beta T cell	effector CD4-positive, alpha-beta T cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|effector CD4-positive, alpha-beta T cell	LTA	TNFRSF1B	0.045	7	effector CD8-positive, alpha-beta T cell	effector CD4-positive, alpha-beta T cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|effector CD4-positive, alpha-beta T cell	CD248	IL6R	0.14	7	effector CD8-positive, alpha-beta T cell	effector CD4-positive, alpha-beta T cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|effector CD4-positive, alpha-beta T cell	CD274	CD80	0.051	7	effector CD8-positive, alpha-beta T cell	effector CD4-positive, alpha-beta T cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|endothelial cell	CLSTN1	NRXN3	3.121	25	effector CD8-positive, alpha-beta T cell	endothelial cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|endothelial cell	NLGN3	NRXN3	3.09	25	effector CD8-positive, alpha-beta T cell	endothelial cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|endothelial cell	NLGN4Y	NRXN3	3.133	25	effector CD8-positive, alpha-beta T cell	endothelial cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|endothelial cell	CCL3	ACKR2	2.259	25	effector CD8-positive, alpha-beta T cell	endothelial cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|endothelial cell	CCL8	ACKR2	1.954	25	effector CD8-positive, alpha-beta T cell	endothelial cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|endothelial cell	EFNA5	EPHA2	1.812	25	effector CD8-positive, alpha-beta T cell	endothelial cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|endothelial cell	EFNA5	EPHB2	0.103	25	effector CD8-positive, alpha-beta T cell	endothelial cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|endothelial cell	HBEGF	EGFR	0.377	25	effector CD8-positive, alpha-beta T cell	endothelial cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|endothelial cell	HBEGF	ERBB4	0.172	25	effector CD8-positive, alpha-beta T cell	endothelial cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|endothelial cell	NRG4	ERBB4	0.17	25	effector CD8-positive, alpha-beta T cell	endothelial cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|endothelial cell	HBEGF	ERBB2	0.468	25	effector CD8-positive, alpha-beta T cell	endothelial cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|endothelial cell	LGALS3	MERTK	0.073	25	effector CD8-positive, alpha-beta T cell	endothelial cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|endothelial cell	LRFN4	PTPRF	1.752	25	effector CD8-positive, alpha-beta T cell	endothelial cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|endothelial cell	DLL1	NOTCH3	0.204	25	effector CD8-positive, alpha-beta T cell	endothelial cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|endothelial cell	DLL1	NOTCH4	1.189	25	effector CD8-positive, alpha-beta T cell	endothelial cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|endothelial cell	PDGFD	PDGFRB	0.14	25	effector CD8-positive, alpha-beta T cell	endothelial cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|endothelial cell	RLN3	RXFP1	0.748	25	effector CD8-positive, alpha-beta T cell	endothelial cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|endothelial cell	TAX1BP3	ADGRB1	0.041	25	effector CD8-positive, alpha-beta T cell	endothelial cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|endothelial cell	LTA	TNFRSF14	0.044	25	effector CD8-positive, alpha-beta T cell	endothelial cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|endothelial cell	LTA	TNFRSF1A	1.063	25	effector CD8-positive, alpha-beta T cell	endothelial cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|endothelial cell	LTA	TNFRSF1B	0.066	25	effector CD8-positive, alpha-beta T cell	endothelial cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|endothelial cell	WNT3	FRZB	0.299	25	effector CD8-positive, alpha-beta T cell	endothelial cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|endothelial cell	WNT9A	FRZB	0.227	25	effector CD8-positive, alpha-beta T cell	endothelial cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|endothelial cell	WNT3	SFRP1	3.104	25	effector CD8-positive, alpha-beta T cell	endothelial cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|endothelial cell	WNT9A	SFRP1	3.033	25	effector CD8-positive, alpha-beta T cell	endothelial cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|erythrocyte	LRFN4	PTPRF	0.33	2	effector CD8-positive, alpha-beta T cell	erythrocyte	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|erythrocyte	HFE	TFRC	1.987	2	effector CD8-positive, alpha-beta T cell	erythrocyte	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|hematopoietic stem cell	CLSTN1	NRXN2	16.003	10	effector CD8-positive, alpha-beta T cell	hematopoietic stem cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|hematopoietic stem cell	NLGN3	NRXN2	15.971	10	effector CD8-positive, alpha-beta T cell	hematopoietic stem cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|hematopoietic stem cell	NLGN4Y	NRXN2	16.014	10	effector CD8-positive, alpha-beta T cell	hematopoietic stem cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|hematopoietic stem cell	C5	C5AR2	2.935	10	effector CD8-positive, alpha-beta T cell	hematopoietic stem cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|hematopoietic stem cell	CSF1	CSF1R	0.107	10	effector CD8-positive, alpha-beta T cell	hematopoietic stem cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|hematopoietic stem cell	HLA-G	LILRB1	1.402	10	effector CD8-positive, alpha-beta T cell	hematopoietic stem cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|hematopoietic stem cell	DLL1	NOTCH2	0.586	10	effector CD8-positive, alpha-beta T cell	hematopoietic stem cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|hematopoietic stem cell	LTA	TNFRSF14	0.349	10	effector CD8-positive, alpha-beta T cell	hematopoietic stem cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|hematopoietic stem cell	LTA	TNFRSF1A	0.084	10	effector CD8-positive, alpha-beta T cell	hematopoietic stem cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|hematopoietic stem cell	LTA	TNFRSF1B	0.396	10	effector CD8-positive, alpha-beta T cell	hematopoietic stem cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|innate lymphoid cell	CCL3	CCR5	0.369	8	effector CD8-positive, alpha-beta T cell	innate lymphoid cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|innate lymphoid cell	CCL8	CCR5	0.064	8	effector CD8-positive, alpha-beta T cell	innate lymphoid cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|innate lymphoid cell	LRFN4	PTPRF	0.092	8	effector CD8-positive, alpha-beta T cell	innate lymphoid cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|innate lymphoid cell	LRFN4	PTPRD	0.255	8	effector CD8-positive, alpha-beta T cell	innate lymphoid cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|innate lymphoid cell	NLGN3	PTPRD	0.226	8	effector CD8-positive, alpha-beta T cell	innate lymphoid cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|innate lymphoid cell	NMU	NMUR1	0.515	8	effector CD8-positive, alpha-beta T cell	innate lymphoid cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|innate lymphoid cell	PDGFD	PDGFRB	0.189	8	effector CD8-positive, alpha-beta T cell	innate lymphoid cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|innate lymphoid cell	CD248	IL6R	0.051	8	effector CD8-positive, alpha-beta T cell	innate lymphoid cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|intermediate monocyte	CCL8	CCR2	0.559	14	effector CD8-positive, alpha-beta T cell	intermediate monocyte	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|intermediate monocyte	CCL3	CCR1	1.691	14	effector CD8-positive, alpha-beta T cell	intermediate monocyte	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|intermediate monocyte	CCL8	CCR1	1.386	14	effector CD8-positive, alpha-beta T cell	intermediate monocyte	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|intermediate monocyte	C5	C5AR2	0.778	14	effector CD8-positive, alpha-beta T cell	intermediate monocyte	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|intermediate monocyte	C5	C5AR1	3.176	14	effector CD8-positive, alpha-beta T cell	intermediate monocyte	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|intermediate monocyte	CSF1	CSF1R	2.073	14	effector CD8-positive, alpha-beta T cell	intermediate monocyte	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|intermediate monocyte	EFNA5	EPHB2	2.668	14	effector CD8-positive, alpha-beta T cell	intermediate monocyte	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|intermediate monocyte	LGALS3	MERTK	0.977	14	effector CD8-positive, alpha-beta T cell	intermediate monocyte	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|intermediate monocyte	HLA-G	LILRB1	0.987	14	effector CD8-positive, alpha-beta T cell	intermediate monocyte	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|intermediate monocyte	HLA-G	LILRB2	2.967	14	effector CD8-positive, alpha-beta T cell	intermediate monocyte	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|intermediate monocyte	DLL1	NOTCH2	0.672	14	effector CD8-positive, alpha-beta T cell	intermediate monocyte	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|intermediate monocyte	LTA	TNFRSF1A	0.463	14	effector CD8-positive, alpha-beta T cell	intermediate monocyte	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|intermediate monocyte	LTA	TNFRSF1B	0.393	14	effector CD8-positive, alpha-beta T cell	intermediate monocyte	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|intermediate monocyte	CD248	IL6R	0.068	14	effector CD8-positive, alpha-beta T cell	intermediate monocyte	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|macrophage	CCL3	CCR3	0.587	26	effector CD8-positive, alpha-beta T cell	macrophage	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|macrophage	CCL8	CCR3	0.282	26	effector CD8-positive, alpha-beta T cell	macrophage	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|macrophage	CCL3	CCR1	1.372	26	effector CD8-positive, alpha-beta T cell	macrophage	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|macrophage	CCL8	CCR1	1.067	26	effector CD8-positive, alpha-beta T cell	macrophage	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|macrophage	CCL3	CCR5	0.926	26	effector CD8-positive, alpha-beta T cell	macrophage	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|macrophage	CCL8	CCR5	0.621	26	effector CD8-positive, alpha-beta T cell	macrophage	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|macrophage	C5	C5AR2	1.16	26	effector CD8-positive, alpha-beta T cell	macrophage	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|macrophage	C5	C5AR1	1.639	26	effector CD8-positive, alpha-beta T cell	macrophage	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|macrophage	CSF1	CSF1R	1.402	26	effector CD8-positive, alpha-beta T cell	macrophage	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|macrophage	EFNA5	EPHA2	0.119	26	effector CD8-positive, alpha-beta T cell	macrophage	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|macrophage	EFNA5	EPHB2	0.67	26	effector CD8-positive, alpha-beta T cell	macrophage	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|macrophage	LGALS3	MERTK	1.38	26	effector CD8-positive, alpha-beta T cell	macrophage	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|macrophage	HLA-G	LILRB1	0.585	26	effector CD8-positive, alpha-beta T cell	macrophage	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|macrophage	HLA-G	LILRB2	1.031	26	effector CD8-positive, alpha-beta T cell	macrophage	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|macrophage	DLL1	NOTCH2	0.491	26	effector CD8-positive, alpha-beta T cell	macrophage	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|macrophage	DLL1	NOTCH3	0.599	26	effector CD8-positive, alpha-beta T cell	macrophage	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|macrophage	PDGFA	PDGFRA	0.142	26	effector CD8-positive, alpha-beta T cell	macrophage	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|macrophage	TAX1BP3	ADGRB1	0.104	26	effector CD8-positive, alpha-beta T cell	macrophage	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|macrophage	HFE	TFRC	0.662	26	effector CD8-positive, alpha-beta T cell	macrophage	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|macrophage	LTA	TNFRSF14	0.392	26	effector CD8-positive, alpha-beta T cell	macrophage	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|macrophage	LTA	TNFRSF1A	0.472	26	effector CD8-positive, alpha-beta T cell	macrophage	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|macrophage	LTA	TNFRSF1B	0.309	26	effector CD8-positive, alpha-beta T cell	macrophage	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|macrophage	WNT3	SFRP4	0.278	26	effector CD8-positive, alpha-beta T cell	macrophage	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|macrophage	WNT9A	SFRP4	0.207	26	effector CD8-positive, alpha-beta T cell	macrophage	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|macrophage	CD248	IL6R	0.221	26	effector CD8-positive, alpha-beta T cell	macrophage	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|macrophage	CD274	CD80	0.464	26	effector CD8-positive, alpha-beta T cell	macrophage	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|mast cell	DLL1	NOTCH2	0.951	3	effector CD8-positive, alpha-beta T cell	mast cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|mast cell	HFE	TFRC	1.08	3	effector CD8-positive, alpha-beta T cell	mast cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|mast cell	LTA	TNFRSF14	0.531	3	effector CD8-positive, alpha-beta T cell	mast cell	lymph_node	HBM673.TNZM.339_reg001
effector CD8-positive, alpha-beta T cell|mature NK T cell	CCL3	CCR1	0.842	10	effector CD8-positive, alpha-beta T cell	mature NK T cell	lymph_node	HBM673.TNZM.339_reg001
